category,strategy,hold_period,original_t_stat,train_mean_return,train_n_samples,train_t_stat,train_sharpe,train_p_value,test_mean_return,test_n_samples,test_t_stat,test_sharpe,test_p_value,degradation_pct,t_stat_preserved
PRICE_POSITION,Near52WkHigh_2pct_H20,20,15.235011492816348,0.0016939879048302213,653460,8.582962212367525,0.16854969332720868,0.0,0.0783763692247257,1256060,2.947964998888473,0.04175585689535518,0.003198791625103503,65.65329164981483,False
PRICE_POSITION,Near52WkHigh_5pct_H1,1,4.44032631098248,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
PRICE_POSITION,Near52WkHigh_5pct_H5,5,9.58668095812839,0.00043090498353569063,738187,4.012265380122758,0.07413217197132832,6.014475896454208e-05,0.026638803892484898,1321004,1.569454155243914,0.02167688323628204,0.11654239329458127,60.883590526709,False
PRICE_POSITION,Near52WkHigh_5pct_H10,10,19.44240489043385,0.0009852066915336396,711007,6.6309333439316624,0.12483546819917515,3.3380853636799657e-11,0.041917299923223614,1294548,1.997698472797697,0.0278721922525141,0.04574956876206859,69.8730424635334,False
PRICE_POSITION,Near52WkHigh_5pct_H20,20,34.864913186126664,0.0016939879048302213,653460,8.582962212367525,0.16854969332720868,0.0,0.0783763692247257,1256060,2.947964998888473,0.04175585689535518,0.003198791625103503,65.65329164981483,False
PRICE_POSITION,Near52WkHigh_10pct_H1,1,10.064497136202036,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
PRICE_POSITION,Near52WkHigh_10pct_H5,5,23.850543003780224,0.00043090498353569063,738187,4.012265380122758,0.07413217197132832,6.014475896454208e-05,0.026638803892484898,1321004,1.569454155243914,0.02167688323628204,0.11654239329458127,60.883590526709,False
PRICE_POSITION,Near52WkHigh_10pct_H10,10,37.99741664300014,0.0009852066915336396,711007,6.6309333439316624,0.12483546819917515,3.3380853636799657e-11,0.041917299923223614,1294548,1.997698472797697,0.0278721922525141,0.04574956876206859,69.8730424635334,False
PRICE_POSITION,Near52WkHigh_10pct_H20,20,57.6710638618873,0.0016939879048302213,653460,8.582962212367525,0.16854969332720868,0.0,0.0783763692247257,1256060,2.947964998888473,0.04175585689535518,0.003198791625103503,65.65329164981483,False
PRICE_POSITION,Near52WkHigh_15pct_H1,1,12.274119653759984,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
PRICE_POSITION,Near52WkHigh_15pct_H5,5,33.77848053342361,0.00043090498353569063,738187,4.012265380122758,0.07413217197132832,6.014475896454208e-05,0.026638803892484898,1321004,1.569454155243914,0.02167688323628204,0.11654239329458127,60.883590526709,False
PRICE_POSITION,Near52WkHigh_15pct_H10,10,51.53796585032407,0.0009852066915336396,711007,6.6309333439316624,0.12483546819917515,3.3380853636799657e-11,0.041917299923223614,1294548,1.997698472797697,0.0278721922525141,0.04574956876206859,69.8730424635334,False
PRICE_POSITION,Near52WkHigh_15pct_H20,20,72.90830635338332,0.0016939879048302213,653460,8.582962212367525,0.16854969332720868,0.0,0.0783763692247257,1256060,2.947964998888473,0.04175585689535518,0.003198791625103503,65.65329164981483,False
PRICE_POSITION,Near52WkHigh_20pct_H1,1,15.058198569377492,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
PRICE_POSITION,Near52WkHigh_20pct_H5,5,40.48433290261797,0.00043090498353569063,738187,4.012265380122758,0.07413217197132832,6.014475896454208e-05,0.026638803892484898,1321004,1.569454155243914,0.02167688323628204,0.11654239329458127,60.883590526709,False
PRICE_POSITION,Near52WkHigh_20pct_H10,10,60.44578649869632,0.0009852066915336396,711007,6.6309333439316624,0.12483546819917515,3.3380853636799657e-11,0.041917299923223614,1294548,1.997698472797697,0.0278721922525141,0.04574956876206859,69.8730424635334,False
PRICE_POSITION,Near52WkHigh_20pct_H20,20,82.89343427882368,0.0016939879048302213,653460,8.582962212367525,0.16854969332720868,0.0,0.0783763692247257,1256060,2.947964998888473,0.04175585689535518,0.003198791625103503,65.65329164981483,False
INTRADAY,StrongClose_H1,1,-14.128997353071926,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
INTRADAY,NarrowRange_Bot5_H1,1,4.710479399430733,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
INTRADAY,NarrowRange_Bot10_H1,1,5.125457118974484,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
DIVERGENCE,WeakRally_H1,1,-8.602717553269553,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
DIVERGENCE,QuietDecline_H1,1,10.205461984750071,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
DIVERGENCE,QuietDecline_H5,5,8.965884149564285,0.00043090498353569063,738187,4.012265380122758,0.07413217197132832,6.014475896454208e-05,0.026638803892484898,1321004,1.569454155243914,0.02167688323628204,0.11654239329458127,60.883590526709,False
DIVERGENCE,StrongConfirm_H10,10,3.669971376930494,0.0009852066915336396,711007,6.6309333439316624,0.12483546819917515,3.3380853636799657e-11,0.041917299923223614,1294548,1.997698472797697,0.0278721922525141,0.04574956876206859,69.8730424635334,False
REVERSAL,VBottom_H1,1,-3.952770553060636,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
REVERSAL,InvertedV_H1,1,10.22030004425202,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
REVERSAL,DoubleBottom_H1,1,8.859426287281368,-4.2652101097230174e-05,759500,-0.9337918480422162,-0.01700930072412499,0.35041157224992925,0.00041821352910736764,1344032,8.82527248204317,0.12084358175811079,0.0,-845.1006132197658,True
