strategy,lookback,hold,threshold,n_tickers,avg_gross,avg_net,win_rate,t_stat,p_value
Mom60_H15_T19,60,15,0.8,497,-0.012724954419766947,-0.013143264278921877,0.34808853118712274,-5.660064432318011,2.5629170933199702e-08
Mom126_H15_T30,126,15,0.7,484,-0.013138204990909083,-0.013547915734710739,0.30165289256198347,-5.843177486921433,9.426621676050465e-09
Mom20_H3_T5,20,3,0.95,464,-0.006349096596144759,-0.006750174182351654,0.3254310344827586,-5.886711597839543,7.572232982542414e-09
Mom15_H1_T30,15,1,0.7,500,-0.0005814254361329079,-0.0009976254361329078,0.266,-5.897357312727385,6.815096114880797e-09
Mom126_H10_T19,126,10,0.8,476,-0.010007810096674622,-0.010416423542052772,0.25210084033613445,-5.950761642170942,5.1868947945917856e-09
Mom90_H10_T19,90,10,0.8,487,-0.009516130342903786,-0.009922701184792902,0.37166324435318276,-6.015277105181453,3.535119649684292e-09
Mom30_H1_T30,30,1,0.7,498,-0.0006490581060267881,-0.0010713472626532941,0.26506024096385544,-6.095422866082672,2.191925634631445e-09
Mom20_H10_T5,20,10,0.95,470,-0.013535746886992921,-0.013944470291248241,0.4,-6.110118216628816,2.094191613094715e-09
Mom252_H10_T19,252,10,0.8,440,-0.014203637446061557,-0.014614319264243376,0.24545454545454545,-6.388068331035644,4.289158804209681e-10
Mom126_H15_T19,126,15,0.8,481,-0.018889084564565,-0.019285550261030696,0.2390852390852391,-6.447422952074378,2.776744991815108e-10
Mom20_H2_T5,20,2,0.95,466,-0.004302786354540033,-0.004703000946814711,0.3197424892703863,-6.487357121167257,2.2392185998243017e-10
Mom30_H15_T5,30,15,0.95,460,-0.023350271750602627,-0.023771793489733066,0.41304347826086957,-6.504117869011986,2.0457802840741854e-10
Mom30_H10_T5,30,10,0.95,465,-0.019695235505106004,-0.02009028926854687,0.36129032258064514,-6.5191056824418325,1.8488321424930225e-10
Mom30_H1_T9,30,1,0.9,495,-0.0017914867370766036,-0.0022078503734402405,0.2606060606060606,-6.6031662913681535,1.0415565825302942e-10
Mom60_H2_T19,60,2,0.8,492,-0.0021968602862028515,-0.0026125106927069163,0.26422764227642276,-6.628384451529749,8.955502670995792e-11
Mom60_H30_T9,60,30,0.9,483,-0.03152297225806292,-0.03195402815868404,0.37888198757763975,-6.640486068176395,8.450343862788753e-11
Mom126_H20_T19,126,20,0.8,476,-0.023453170202352037,-0.023852329866217582,0.23319327731092437,-6.659947002969307,7.591828899424951e-11
Mom90_H20_T9,90,20,0.9,473,-0.027990137774683697,-0.028395211770455373,0.32558139534883723,-6.794103067390817,3.2945330525868234e-11
Mom90_H3_T30,90,3,0.7,496,-0.0026831808225353704,-0.0031118098547934354,0.3084677419354839,-6.799365106894506,3.035605572113946e-11
Mom30_H2_T19,30,2,0.8,500,-0.001967888162767368,-0.002402288162767368,0.272,-6.856328323966135,2.094636115203971e-11
Mom30_H3_T5,30,3,0.95,464,-0.006153402325352802,-0.006537669566732112,0.35560344827586204,-6.9102197891176385,1.6085568092535487e-11
Mom30_H3_T9,30,3,0.9,488,-0.004741983885765545,-0.005155508475929479,0.3176229508196721,-6.923022247244952,1.4013527667047615e-11
Mom90_H2_T19,90,2,0.8,483,-0.0024798889977298974,-0.0028842368238168542,0.2587991718426501,-6.946452414789611,1.2189541181245218e-11
Mom252_H10_T30,252,10,0.7,456,-0.011623318666889383,-0.012021783579170085,0.27631578947368424,-7.031000175832748,7.553509699139158e-12
Mom15_H1_T19,15,1,0.8,500,-0.0008799516739599748,-0.0012981516739599748,0.246,-7.101325102175876,4.278382746095222e-12
Mom126_H20_T30,126,20,0.7,480,-0.02288081927957331,-0.023284569279573307,0.2875,-7.119209978587608,3.9944414306201645e-12
Mom60_H20_T9,60,20,0.9,477,-0.020288861204852366,-0.020695989087451946,0.3060796645702306,-7.126020012622071,3.8494154460896985e-12
Mom90_H3_T19,90,3,0.8,484,-0.003539792974523894,-0.003951569834028026,0.2665289256198347,-7.203332249863174,2.270507005018378e-12
Mom30_H2_T9,30,2,0.9,495,-0.003477350601464999,-0.0038925021166165146,0.2808080808080808,-7.319172450455929,1.0181029003789704e-12
Mom60_H3_T19,60,3,0.8,497,-0.003245064991797021,-0.0036579422553785095,0.26156941649899396,-7.391357409996979,6.221353402803174e-13
Mom126_H10_T30,126,10,0.7,488,-0.013123028083973129,-0.013554790379055093,0.2725409836065574,-7.421706243567784,5.193810649256544e-13
Mom90_H15_T9,90,15,0.9,476,-0.026493284644509875,-0.026897906493249378,0.3445378151260504,-7.462252748519545,4.087076371307743e-13
Mom90_H5_T19,90,5,0.8,483,-0.006755047004599059,-0.007170160876234669,0.2815734989648033,-7.514382499349906,2.80367649626518e-13
Mom20_H1_T5,20,1,0.95,467,-0.00322080419402689,-0.003642003337495841,0.26552462526766596,-7.518710527945406,2.863475431390795e-13
Mom126_H2_T30,126,2,0.7,484,-0.0022292939870884746,-0.0026650377887413677,0.24793388429752067,-7.756295438796078,5.233436488241675e-14
Mom90_H10_T5,90,10,0.95,449,-0.02306293472192456,-0.023472288842191817,0.35412026726057905,-7.791921455271036,4.6447263729511726e-14
Mom252_H5_T30,252,5,0.7,439,-0.006779579327962439,-0.007180718280126448,0.214123006833713,-7.823274175888804,3.8896942466509007e-14
Mom90_H10_T9,90,10,0.9,476,-0.017242825694206033,-0.01764786771101276,0.3235294117647059,-7.9483712709869785,1.3868894567628798e-14
Mom30_H5_T5,30,5,0.95,469,-0.011846409848045757,-0.012254512193461535,0.32409381663113007,-7.980243541085525,1.1360192943998698e-14
Mom60_H15_T9,60,15,0.9,478,-0.02198879030662122,-0.02239757691749988,0.25732217573221755,-8.209552181773809,2.0925532752586823e-15
Mom90_H15_T5,90,15,0.95,440,-0.032671243447232164,-0.03308033435632308,0.3477272727272727,-8.276147316420168,1.541739993169298e-15
Mom126_H1_T30,126,1,0.7,487,-0.0009672900217790767,-0.0013870025474464278,0.22792607802874743,-8.395162960179075,5.125830586256218e-16
Mom60_H3_T9,60,3,0.9,485,-0.006675924381877657,-0.0071029346911560065,0.22061855670103092,-8.642205500926277,8.096413015415023e-17
Mom60_H10_T9,60,10,0.9,478,-0.01684826155739895,-0.01726876364944916,0.2405857740585774,-8.667548735130316,6.925414713940039e-17
Mom90_H1_T19,90,1,0.8,487,-0.0012736017575137534,-0.001690028862236546,0.2546201232032854,-8.829966481934873,1.907247561053167e-17
Mom30_H1_T5,30,1,0.95,474,-0.0031574007412323657,-0.003574700319291437,0.21729957805907174,-8.867969849969045,1.5305849959945684e-17
Mom90_H3_T9,90,3,0.9,472,-0.006988548495418402,-0.007415879003892978,0.23728813559322035,-8.938336996355918,8.997999048071812e-18
Mom126_H5_T19,126,5,0.8,480,-0.008444303341798744,-0.008842845008465413,0.23125,-9.341052239499142,3.60375405183359e-19
Mom252_H2_T30,252,2,0.7,452,-0.003519108303669367,-0.003914683524908305,0.2013274336283186,-9.40177402178717,2.720769832935464e-19
Mom60_H5_T9,60,5,0.9,477,-0.009207350229024339,-0.009623073499464594,0.259958071278826,-9.544295548332071,7.177882355242642e-20
Mom126_H2_T19,126,2,0.8,479,-0.003001674359096945,-0.003409190016716987,0.19832985386221294,-9.624067992125394,3.699241818459994e-20
Mom126_H10_T9,126,10,0.9,458,-0.02021618040125211,-0.020637359440553425,0.17248908296943233,-9.62594810371003,4.2987726005739146e-20
Mom252_H3_T19,252,3,0.8,442,-0.007013833470893896,-0.007417227136052267,0.20135746606334842,-9.631298945251949,4.715060930520312e-20
Mom60_H15_T5,60,15,0.95,460,-0.03474905652496637,-0.035138186959748983,0.2565217391304348,-9.646972600203084,3.566935550149963e-20
Mom252_H3_T30,252,3,0.7,456,-0.004841881129591441,-0.005236837269942318,0.2149122807017544,-9.902950574502905,4.564756908728241e-21
Mom126_H20_T9,126,20,0.9,471,-0.04350667982153011,-0.04390455667927958,0.18895966029723993,-9.959777132859813,2.494838518754473e-21
Mom60_H5_T5,60,5,0.95,454,-0.01466178911869246,-0.015081392642921536,0.21585903083700442,-10.07288957558232,1.1411911178570537e-21
Mom126_H1_T19,126,1,0.8,481,-0.00172856072044614,-0.0021360451279305477,0.20166320166320167,-10.104066335568618,6.836478391859267e-22
Mom252_H5_T19,252,5,0.8,448,-0.010821423375486217,-0.01122834301834336,0.21651785714285715,-10.12940724800492,7.573432405020661e-22
Mom60_H1_T9,60,1,0.9,477,-0.0027469835759881102,-0.0031593525487344414,0.16352201257861634,-10.180894618556245,3.711108415940558e-22
Mom60_H1_T5,60,1,0.95,446,-0.003738551222936196,-0.004142362882129021,0.1905829596412556,-10.231312850579426,3.3058738745431857e-22
Mom90_H3_T5,90,3,0.95,456,-0.01125918179301538,-0.011665980038629415,0.23903508771929824,-10.27048382501114,2.143107854662107e-22
Mom252_H1_T9,252,1,0.9,436,-0.003953225784789936,-0.00435253771139544,0.16055045871559634,-10.342857906855189,1.4515076265908049e-22
Mom126_H5_T9,126,5,0.9,468,-0.011886358709123229,-0.012314991187755706,0.22863247863247863,-10.42503322379067,5.106619800668932e-23
Mom126_H2_T9,126,2,0.9,467,-0.005253818869450844,-0.005657673259172472,0.21199143468950749,-10.436254756511492,4.689054072962835e-23
Mom60_H2_T5,60,2,0.95,463,-0.008632215062542477,-0.0090417183022833,0.18142548596112312,-10.544765015911118,1.934852020797235e-23
Mom60_H1_T19,60,1,0.8,494,-0.0015391809580598123,-0.0019553752900436177,0.18016194331983806,-10.582813694627747,1.0059455028677663e-23
Mom90_H2_T9,90,2,0.9,475,-0.004324706177989831,-0.004732916704305621,0.21263157894736842,-10.643867673989481,7.21896896272566e-24
Mom90_H1_T5,90,1,0.95,457,-0.004371271938300962,-0.004794685505040568,0.1772428884026258,-10.753752797689813,3.427950777386416e-24
Mom60_H10_T5,60,10,0.95,463,-0.026043122580300646,-0.02643102754790324,0.24406047516198703,-10.754812843915522,3.1616372347645684e-24
Mom252_H15_T19,252,15,0.8,435,-0.028569852088564492,-0.02895582910005875,0.20689655172413793,-10.802651073980632,2.9744659117628015e-24
Mom90_H1_T9,90,1,0.9,475,-0.0030260774618495728,-0.0034277616723758886,0.1831578947368421,-10.825506990766465,1.4842009503141415e-24
Mom252_H2_T9,252,2,0.9,441,-0.0066789116279652285,-0.007048752897806499,0.19727891156462585,-10.829383136145996,2.1826275531447135e-24
Mom90_H5_T9,90,5,0.9,478,-0.011419690198181235,-0.01183789103500132,0.2405857740585774,-10.868208393380042,9.858585228285916e-25
Mom252_H1_T19,252,1,0.8,450,-0.00260137678273094,-0.0030178212271753844,0.14222222222222222,-10.896986167107148,1.0808848296288931e-24
Mom30_H2_T5,30,2,0.95,469,-0.00680015017956323,-0.007213156576151717,0.24307036247334754,-10.923351948020334,6.760975996206545e-25
Mom126_H3_T9,126,3,0.9,466,-0.008306029075733112,-0.008719977573587188,0.19957081545064378,-10.942896762115454,5.909424262391366e-25
Mom90_H5_T5,90,5,0.95,444,-0.01672032959615664,-0.017115374641201685,0.25675675675675674,-11.004319903275368,4.602547417135127e-25
Mom252_H2_T19,252,2,0.8,437,-0.004756180021255259,-0.005157324186014984,0.19679633867276888,-11.074093924120765,2.76549341230777e-25
Mom252_H15_T9,252,15,0.9,445,-0.04380719078216581,-0.044222921119244446,0.20449438202247192,-11.144655337155683,1.3303147369227768e-25
Mom126_H1_T9,126,1,0.9,467,-0.0025546736485451546,-0.002968592278095476,0.20556745182012848,-11.334847497550207,1.8072273758051674e-26
Mom252_H10_T9,252,10,0.9,445,-0.023261799441861058,-0.02366382191377117,0.2157303370786517,-11.351934939720554,2.1371695953413942e-26
Mom126_H3_T19,126,3,0.8,479,-0.005414057959892153,-0.0058117615089526954,0.21085594989561587,-11.495427985495182,3.595559549298675e-27
Mom252_H2_T5,252,2,0.95,436,-0.011705932435896117,-0.012094235188189697,0.14678899082568808,-11.526580650336872,5.227137963287443e-27
Mom252_H3_T9,252,3,0.9,424,-0.01052359680773844,-0.010921474166229005,0.16037735849056603,-11.531951980579933,6.108664253993079e-27
Mom252_H5_T9,252,5,0.9,448,-0.014129448136025248,-0.014520965993168105,0.16517857142857142,-11.562856762674667,3.1105254047557796e-27
Mom126_H15_T9,126,15,0.9,454,-0.03572027504254165,-0.036122037157079095,0.1960352422907489,-11.570480319644723,2.6417582961711523e-27
Mom60_H2_T9,60,2,0.9,478,-0.005772260932001052,-0.0061753990073148595,0.19246861924686193,-11.845836867710302,1.4804166918537251e-28
Mom126_H3_T5,126,3,0.95,437,-0.012273283945394965,-0.012672139780635241,0.16247139588100687,-11.88020417142534,2.1559290302290285e-28
Mom60_H3_T5,60,3,0.95,452,-0.011871690832846301,-0.012280097912492318,0.1747787610619469,-12.012460964517008,4.9362521847087503e-29
Mom126_H1_T5,126,1,0.95,457,-0.00449109994553299,-0.00490926187113474,0.1575492341356674,-12.031709888338899,3.785501149684995e-29
Mom252_H1_T5,252,1,0.95,421,-0.006787509914098579,-0.007180859082744658,0.18052256532066507,-12.170342589527474,2.1354032455794176e-29
Mom126_H5_T5,126,5,0.95,458,-0.017344563880608274,-0.017759629382791676,0.16593886462882096,-12.473862124575748,6.136934827177343e-31
Mom90_H2_T5,90,2,0.95,453,-0.0076916062873015655,-0.008108604079796048,0.19426048565121412,-12.476956189252178,6.5882597290716335e-31
Mom252_H5_T5,252,5,0.95,426,-0.02187619348433399,-0.022266803812972486,0.15023474178403756,-12.609938005397128,3.432122142508415e-31
Mom126_H2_T5,126,2,0.95,438,-0.00814328962445014,-0.008541691450934157,0.1643835616438356,-12.631107065133556,2.1494934198092244e-31
Mom252_H1_T30,252,1,0.7,451,-0.0019426639545408418,-0.002331355750549711,0.1574279379157428,-12.822434192272738,2.677311135061618e-32
Mom252_H3_T5,252,3,0.95,419,-0.016438837127742335,-0.0168085268652125,0.14797136038186157,-13.056525368830737,6.466156623900429e-33
Mom126_H15_T5,126,15,0.95,443,-0.05593646535231879,-0.05632856467511789,0.14672686230248308,-13.270763746490305,4.586634853919167e-34
Mom252_H10_T5,252,10,0.95,421,-0.04129382798348371,-0.041709742472794874,0.166270783847981,-13.510814107145006,8.551267276598534e-35
Mom2_H60_T9,2,60,0.9,499,0.01967969658311878,0.019278290960628813,0.6613226452905812,,
Mom5_H60_T5,5,60,0.95,473,0.021203311684257965,0.020790148202304674,0.5792811839323467,,
Mom15_H30_T9,15,30,0.9,499,-0.0008345094388605111,-0.0012461560252058925,0.5571142284569138,,
Mom15_H60_T5,15,60,0.95,473,-0.002318786202942315,-0.002728320101247399,0.5792811839323467,,
Mom15_H60_T9,15,60,0.9,495,0.009033979044735336,0.008612434329288182,0.5636363636363636,,
Mom20_H30_T9,20,30,0.9,494,-0.008398159451401398,-0.008816415029494703,0.46558704453441296,,
Mom20_H60_T9,20,60,0.9,493,-0.006185104429941793,-0.0066125072929274775,0.5294117647058824,,
Mom20_H60_T19,20,60,0.8,500,0.014131826266963469,0.013716936930947372,0.568,,
Mom30_H20_T5,30,20,0.95,468,-0.021544834915448344,-0.021959610076047915,0.42094017094017094,,
Mom30_H30_T5,30,30,0.95,461,-0.02100831657593773,-0.02142469212178926,0.42950108459869846,,
Mom30_H60_T5,30,60,0.95,461,-0.018559116327698563,-0.018978548642109048,0.48590021691973967,,
Mom30_H60_T9,30,60,0.9,491,-0.011065953211681839,-0.011480326928314282,0.4745417515274949,,
Mom30_H60_T19,30,60,0.8,500,0.0021602046363245787,0.0017559707653568408,0.528,,
Mom30_H60_T30,30,60,0.7,499,-3.088580257324593e-05,-0.00045613832782577144,0.5591182364729459,,
Mom60_H20_T5,60,20,0.95,460,-0.04123075438375826,-0.04164665852319181,0.2673913043478261,,
Mom60_H20_T19,60,20,0.8,494,-0.008805225213655997,-0.00924356192765194,0.39473684210526316,,
Mom60_H30_T5,60,30,0.95,463,-0.03321864500504152,-0.03363578166447753,0.3758099352051836,,
Mom60_H30_T19,60,30,0.8,495,-0.014340319553378566,-0.014773922792244962,0.45656565656565656,,
Mom60_H30_T30,60,30,0.7,500,-0.012329228781567857,-0.012764770950242555,0.484,,
Mom60_H60_T5,60,60,0.95,457,-0.04723201642353861,-0.04765965687297681,0.38293216630196936,,
Mom60_H60_T9,60,60,0.9,478,-0.04103079151315843,-0.041438842360616054,0.4121338912133891,,
Mom60_H60_T19,60,60,0.8,485,-0.014324238075419504,-0.014733801484982916,0.47216494845360824,,
Mom60_H60_T30,60,60,0.7,487,-0.009809124631058647,-0.010224827110397489,0.4804928131416838,,
Mom90_H20_T5,90,20,0.95,457,-0.03423660928230257,-0.03463331980861836,0.34573304157549234,,
Mom90_H20_T30,90,20,0.7,493,-0.011013283175520082,-0.011430187452505826,0.40365111561866124,,
Mom90_H30_T5,90,30,0.95,444,-0.053281254006464,-0.05367267612836016,0.27702702702702703,,
Mom90_H30_T9,90,30,0.9,469,-0.03673894134727029,-0.03714342852675748,0.3283582089552239,,
Mom90_H30_T19,90,30,0.8,491,-0.021538279535487755,-0.021930320351814286,0.4093686354378819,,
Mom90_H30_T30,90,30,0.7,488,-0.014487173077180988,-0.014890053735617203,0.4036885245901639,,
Mom90_H60_T5,90,60,0.95,452,-0.07018403336264174,-0.07062708575444128,0.3075221238938053,,
Mom90_H60_T9,90,60,0.9,467,-0.05211847654463997,-0.05252902599518942,0.29764453961456105,,
Mom90_H60_T19,90,60,0.8,479,-0.024251947257487298,-0.024643753980176375,0.38413361169102295,,
Mom90_H60_T30,90,60,0.7,487,-0.011585862493717757,-0.011996193072230153,0.43737166324435317,,
Mom126_H10_T5,126,10,0.95,443,-0.03719596729967687,-0.03758782250329677,0.20316027088036118,,
Mom126_H20_T5,126,20,0.95,454,-0.056729160497772324,-0.05713136800329108,0.1762114537444934,,
Mom126_H30_T5,126,30,0.95,445,-0.07358457716738448,-0.07399001934425524,0.21123595505617979,,
Mom126_H30_T9,126,30,0.9,465,-0.048228679419322344,-0.04863753471089902,0.2709677419354839,,
Mom126_H30_T19,126,30,0.8,472,-0.031719401273214334,-0.03211112101843727,0.2796610169491525,,
Mom126_H30_T30,126,30,0.7,482,-0.029060704165745726,-0.029467980673022233,0.3236514522821577,,
Mom126_H60_T5,126,60,0.95,445,-0.11294822226194173,-0.11333500904872852,0.10561797752808989,,
Mom126_H60_T9,126,60,0.9,460,-0.09488215625000178,-0.09527610298123662,0.1891304347826087,,
Mom126_H60_T19,126,60,0.8,467,-0.05099049047121971,-0.05137793540514041,0.25481798715203424,,
Mom126_H60_T30,126,60,0.7,474,-0.045843952188821036,-0.046237768819951106,0.3143459915611814,,
Mom252_H15_T5,252,15,0.95,412,-0.05937742233919789,-0.0597710497901783,0.1966019417475728,,
Mom252_H15_T30,252,15,0.7,462,-0.019972157595589225,-0.02035675629407079,0.2619047619047619,,
Mom252_H20_T5,252,20,0.95,428,-0.06766532823638607,-0.06804537631330915,0.19626168224299065,,
Mom252_H20_T9,252,20,0.9,439,-0.05021608292176776,-0.05061494136925635,0.24145785876993167,,
Mom252_H20_T19,252,20,0.8,447,-0.040569603810799444,-0.04093731681528375,0.203579418344519,,
Mom252_H20_T30,252,20,0.7,458,-0.021778108701985748,-0.02218162518550224,0.28820960698689957,,
Mom252_H30_T5,252,30,0.95,435,-0.07937341462133417,-0.0797650389868164,0.14022988505747128,,
Mom252_H30_T9,252,30,0.9,432,-0.074523596210525,-0.07489677268111322,0.19675925925925927,,
Mom252_H30_T19,252,30,0.8,446,-0.05016044961073993,-0.050541123768043296,0.2219730941704036,,
Mom252_H30_T30,252,30,0.7,453,-0.04329259637513386,-0.04370609195035508,0.2229580573951435,,
Mom252_H60_T5,252,60,0.95,424,-0.13118169284039968,-0.1315825284949958,0.12264150943396226,,
Mom252_H60_T9,252,60,0.9,452,-0.11019680268877778,-0.11060303710274286,0.1902654867256637,,
Mom252_H60_T19,252,60,0.8,448,-0.08208396777484088,-0.08247206846133974,0.25892857142857145,,
Mom252_H60_T30,252,60,0.7,446,-0.0471104368957911,-0.04748526835646526,0.3183856502242152,,
