date,vxx,vxx_ret,contango_ratio,spy_vol,signal_ts,signal_always_short,signal_bh,signal_random,ret_ts,ret_always_short,ret_bh,ret_random,cumret_ts,cumret_always_short,cumret_bh,cumret_random
2025-06-03 04:00:00+00:00,52.11000061035156,-0.021959425595932003,1.1712831366773209,0.10855471416978456,-1,-1,1,1,0.021959425595932003,0.021959425595932003,-0.021959425595932003,-0.021959425595932003,1.8491172464604533,0.4650282444151262,0.029436687058149894,0.595097795289516
2025-06-04 04:00:00+00:00,52.02000045776367,-0.0017271186247119763,1.1731969978051953,0.10778887380950812,-1,-1,1,-1,0.0017271186247119763,0.0017271186247119763,-0.0017271186247119763,-0.0017271186247119763,1.8523108912960915,0.46583140335707274,0.029385846407681944,0.5940699908037465
2025-06-05 04:00:00+00:00,53.02000045776367,0.0192233754555986,1.1423160786397382,0.0893130515304127,-1,-1,1,1,-0.0192233754555986,-0.0192233754555986,0.0192233754555986,-0.0192233754555986,1.8167032235722123,0.4568765513913313,0.029950741566257367,0.582649960323622
2025-06-06 04:00:00+00:00,50.810001373291016,-0.04168236637857381,1.193798444322368,0.09527718875043388,-1,-1,1,-1,0.04168236637857381,0.04168236637857381,-0.04168236637857381,-0.04168236637857381,1.8924277129382856,0.4759202471962041,0.02870232378298265,0.5583637312069514
2025-06-09 04:00:00+00:00,50.31999969482422,-0.009643803684767693,1.1707459400483418,0.09027193099308062,-1,-1,1,-1,0.009643803684767693,0.009643803684767693,-0.009643803684767693,0.009643803684767693,1.9106779142894763,0.48050992862977043,0.028425524207122927,0.5637484814154056
2025-06-10 04:00:00+00:00,50.08000183105469,-0.004769432933725115,1.176401158497626,0.05828779647957537,-1,-1,1,1,0.004769432933725115,0.004769432933725115,-0.004769432933725115,0.004769432933725115,1.9197907644596297,0.48280168850835914,0.028289950575811074,0.5664372419890057
2025-06-11 04:00:00+00:00,50.5099983215332,0.008586191588592751,1.1761297200385756,0.05456587390268724,-1,-1,1,-1,-0.008586191588592751,-0.008586191588592751,0.008586191588592751,0.008586191588592751,1.9033070731459685,0.4786562607115303,0.028532853511486808,0.5713007806716374
2025-06-12 04:00:00+00:00,51.15999984741211,0.012868769500667288,1.145948895336099,0.05458415696135065,-1,-1,1,1,-0.012868769500667288,-0.012868769500667288,0.012868769500667288,-0.012868769500667288,1.8788138531326632,0.4724965436223823,0.028900036226522437,0.5639488426096227
2025-06-13 04:00:00+00:00,55.150001525878906,0.07799065071085276,1.0864553876461704,0.06972443848446293,-1,-1,1,1,-0.07799065071085276,-0.07799065071085276,0.07799065071085276,0.07799065071085276,1.7322839381622823,0.4356462307266439,0.03115396885739614,0.6079315798123796
2025-06-16 04:00:00+00:00,51.290000915527344,-0.06999094294748609,1.1109366229290647,0.07459382591982675,-1,-1,1,-1,0.06999094294748609,0.06999094294748609,-0.06999094294748609,-0.06999094294748609,1.8535281244470452,0.46613752120671975,0.02897347320051037,0.5653818752937562
2025-06-17 04:00:00+00:00,54.220001220703125,0.05712615037775848,1.060648122352174,0.07928484173754145,-1,-1,1,-1,-0.05712615037775848,-0.05712615037775848,0.05712615037775848,-0.05712615037775848,1.7476431980804787,0.4395088790735491,0.030628616187528677,0.533083785264866
2025-06-18 04:00:00+00:00,52.900001525878906,-0.02434525387506259,1.090863951299156,0.07927803951794726,-1,-1,1,-1,0.02434525387506259,0.02434525387506259,-0.02434525387506259,0.02434525387506259,1.7901900154207744,0.4502088343149388,0.029882954750601442,0.5460618453538185
2025-06-20 04:00:00+00:00,53.459999084472656,0.010585964885460264,1.0902036191707585,0.07768641588305732,-1,-1,1,-1,-0.010585964885460264,-0.010585964885460264,0.010585964885460264,-0.010585964885460264,1.7712391267792285,0.44544293940375684,0.030199294660265108,0.5402812538336134
2025-06-23 04:00:00+00:00,52.790000915527344,-0.012532700718655865,1.1003529893481845,0.07702717400588363,-1,-1,1,1,0.012532700718655865,0.012532700718655865,-0.012532700718655865,0.012532700718655865,1.7934375366563258,0.45102554245054244,0.029820815938373504,0.5470524370918102
2025-06-24 04:00:00+00:00,49.150001525878906,-0.06895244035841241,1.1470251580164186,0.08606628975624923,-1,-1,1,1,0.06895244035841241,0.06895244035841241,-0.06895244035841241,-0.06895244035841241,1.917099431439159,0.48212485426648405,0.02776459790594361,0.509331836550313
2025-06-25 04:00:00+00:00,48.52000045776367,-0.01281792570817153,1.1736276734887765,0.0840809132088296,-1,-1,1,-1,0.01281792570817153,0.01281792570817153,-0.01281792570817153,-0.01281792570817153,1.941672669526524,0.48830469483053485,0.02740871335266797,0.5028032589086046
2025-06-26 04:00:00+00:00,48.40999984741211,-0.002267118905889487,1.172393043040776,0.0869359739214462,-1,-1,1,1,0.002267118905889487,0.002267118905889487,-0.002267118905889487,0.002267118905889487,1.9460746723446563,0.4894117396360197,0.02734657454044003,0.503943173682819
2025-06-27 04:00:00+00:00,48.27000045776367,-0.0028919518713016457,1.1917892847208749,0.0874527502124769,-1,-1,1,1,0.0028919518713016457,0.0028919518713016457,-0.0028919518713016457,-0.0028919518713016457,1.9517026266350364,0.49082709483229714,0.027267489563024116,0.5024857942786574
2025-06-30 04:00:00+00:00,48.04999923706055,-0.004557721537533976,1.1619845227717824,0.07528503548806266,-1,-1,1,1,0.004557721537533976,0.004557721537533976,-0.004557721537533976,-0.004557721537533976,1.9605979437313124,0.4930641480536195,0.027143211938568237,0.5001956039517687
2025-07-01 04:00:00+00:00,48.040000915527344,-0.00020808161689811477,1.1592394722118118,0.06995807585215354,-1,-1,1,1,0.00020808161689811477,0.00020808161689811477,-0.00020808161689811477,-0.00020808161689811477,1.9610059081215312,0.493166745638781,0.027137563935140253,0.500091522441733
2025-07-02 04:00:00+00:00,47.90999984741211,-0.0027061004504106423,1.1628606425014143,0.06003731822716934,-1,-1,1,-1,0.0027061004504106423,0.0027061004504106423,-0.0027061004504106423,-0.0027061004504106423,1.9663125870927567,0.4945013043912816,0.027064126961152322,0.4987382245476069
2025-07-03 04:00:00+00:00,47.56999969482422,-0.007096642739944703,1.1727716769659229,0.06285650289942885,-1,-1,1,-1,0.007096642739944703,0.007096642739944703,-0.007096642739944703,0.007096642739944703,1.9802668050384102,0.4980106034829831,0.02687206252104052,0.5022775915479756
