strategy,period,std_dev,signal,hold,n_tickers,avg_net,win_rate,t_stat,p_value,source,lookback,threshold,direction,avg_gross,category,avg_return,n,significant,mean_return,layer,factors,condition,pattern,mean,t,fast,slow,hold_period,num_tickers,profitable_pct,source_file,ma_type,hypothesis,law,regime,n_samples
Uptrend10_20pct_H10,,,,,,,,1.2906464117431142,,GRAND_UNIFIED.csv,,,,,,,141606.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend10_20pct_H10,,,,,,,,2.0745270928069472,,GRAND_UNIFIED.csv,,,,,,,128105.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend10_20pct_H20,,,,,,,,2.582233329050771,,GRAND_UNIFIED.csv,,,,,,,138661.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend10_20pct_H20,,,,,,,,2.166585718820272,,GRAND_UNIFIED.csv,,,,,,,124240.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend10_20pct_H40,,,,,,,,2.7587986650622227,,GRAND_UNIFIED.csv,,,,,,,134455.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend10_20pct_H40,,,,,,,,3.114530666724357,,GRAND_UNIFIED.csv,,,,,,,113900.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend10_30pct_H1,,,,,,,,-2.3285882258962247,,GRAND_UNIFIED.csv,,,,,,,74829.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Downtrend10_30pct_H1,,,,,,,,1.0114766445572634,,GRAND_UNIFIED.csv,,,,,,,49252.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend10_30pct_H5,,,,,,,,-3.0769651361073995,,GRAND_UNIFIED.csv,,,,,,,74323.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Downtrend10_30pct_H5,,,,,,,,1.322532374411808,,GRAND_UNIFIED.csv,,,,,,,48750.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend10_30pct_H10,,,,,,,,1.275436730167259,,GRAND_UNIFIED.csv,,,,,,,73069.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend10_30pct_H10,,,,,,,,1.7833770986975466,,GRAND_UNIFIED.csv,,,,,,,48471.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend10_30pct_H20,,,,,,,,2.540062518327656,,GRAND_UNIFIED.csv,,,,,,,71698.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend10_30pct_H20,,,,,,,,1.980043591429764,,GRAND_UNIFIED.csv,,,,,,,46921.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend10_30pct_H40,,,,,,,,2.658310518090543,,GRAND_UNIFIED.csv,,,,,,,69560.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend10_30pct_H40,,,,,,,,2.938448654225166,,GRAND_UNIFIED.csv,,,,,,,43087.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend10_50pct_H1,,,,,,,,-2.639208144364447,,GRAND_UNIFIED.csv,,,,,,,30212.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Downtrend10_50pct_H1,,,,,,,,3.072740008485989,,GRAND_UNIFIED.csv,,,,,,,10711.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend10_50pct_H5,,,,,,,,-4.654139523505855,,GRAND_UNIFIED.csv,,,,,,,30009.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Downtrend10_50pct_H5,,,,,,,,3.669593028023781,,GRAND_UNIFIED.csv,,,,,,,10589.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend10_50pct_H10,,,,,,,,1.2678590743341691,,GRAND_UNIFIED.csv,,,,,,,29628.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend10_50pct_H10,,,,,,,,1.0095686081886113,,GRAND_UNIFIED.csv,,,,,,,10526.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend10_50pct_H20,,,,,,,,2.0980556630186533,,GRAND_UNIFIED.csv,,,,,,,29181.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend10_50pct_H20,,,,,,,,1.031163048953055,,GRAND_UNIFIED.csv,,,,,,,10217.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend10_50pct_H40,,,,,,,,2.1901282989151065,,GRAND_UNIFIED.csv,,,,,,,28334.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend10_50pct_H40,,,,,,,,1.0102721946402922,,GRAND_UNIFIED.csv,,,,,,,9463.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_10pct_H1,,,,,,,,1.6950333782836309,,GRAND_UNIFIED.csv,,,,,,,546701.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_10pct_H1,,,,,,,,10.638581757080386,,GRAND_UNIFIED.csv,,,,,,,576444.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_10pct_H5,,,,,,,,1.4746655255291607,,GRAND_UNIFIED.csv,,,,,,,540380.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_10pct_H5,,,,,,,,1.1053929619788347,,GRAND_UNIFIED.csv,,,,,,,572422.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_10pct_H10,,,,,,,,1.851645963035094,,GRAND_UNIFIED.csv,,,,,,,534164.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_10pct_H10,,,,,,,,1.976184541537444,,GRAND_UNIFIED.csv,,,,,,,566999.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_10pct_H20,,,,,,,,2.763357066255596,,GRAND_UNIFIED.csv,,,,,,,525207.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_10pct_H20,,,,,,,,2.35911709897891,,GRAND_UNIFIED.csv,,,,,,,547389.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_10pct_H40,,,,,,,,3.215798512910204,,GRAND_UNIFIED.csv,,,,,,,508131.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_10pct_H40,,,,,,,,4.346925371721694,,GRAND_UNIFIED.csv,,,,,,,514030.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_20pct_H1,,,,,,,,-0.0129107250700824,,GRAND_UNIFIED.csv,,,,,,,243921.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Downtrend20_20pct_H1,,,,,,,,7.703018019064686,,GRAND_UNIFIED.csv,,,,,,,236723.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_20pct_H5,,,,,,,,1.4427170826341509,,GRAND_UNIFIED.csv,,,,,,,241497.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_20pct_H5,,,,,,,,1.06727253625369,,GRAND_UNIFIED.csv,,,,,,,234768.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_20pct_H10,,,,,,,,1.7931726629057467,,GRAND_UNIFIED.csv,,,,,,,238894.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_20pct_H10,,,,,,,,1.8832649319140928,,GRAND_UNIFIED.csv,,,,,,,232257.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_20pct_H20,,,,,,,,2.650818164653433,,GRAND_UNIFIED.csv,,,,,,,234886.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_20pct_H20,,,,,,,,2.284009377502702,,GRAND_UNIFIED.csv,,,,,,,221387.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_20pct_H40,,,,,,,,2.904932784313391,,GRAND_UNIFIED.csv,,,,,,,227167.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_20pct_H40,,,,,,,,4.19065134998133,,GRAND_UNIFIED.csv,,,,,,,205419.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_30pct_H1,,,,,,,,-0.6892757511267272,,GRAND_UNIFIED.csv,,,,,,,136444.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Downtrend20_30pct_H1,,,,,,,,5.456829170580925,,GRAND_UNIFIED.csv,,,,,,,107631.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_30pct_H5,,,,,,,,1.4307581355815626,,GRAND_UNIFIED.csv,,,,,,,135260.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_30pct_H5,,,,,,,,1.0431180977751926,,GRAND_UNIFIED.csv,,,,,,,106669.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_30pct_H10,,,,,,,,1.7649817354484671,,GRAND_UNIFIED.csv,,,,,,,133873.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_30pct_H10,,,,,,,,1.8296122884357933,,GRAND_UNIFIED.csv,,,,,,,105454.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_30pct_H20,,,,,,,,2.5925448214232936,,GRAND_UNIFIED.csv,,,,,,,131731.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_30pct_H20,,,,,,,,2.248375963957491,,GRAND_UNIFIED.csv,,,,,,,99840.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_30pct_H40,,,,,,,,2.758831833380481,,GRAND_UNIFIED.csv,,,,,,,127371.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_30pct_H40,,,,,,,,3.4528709940804774,,GRAND_UNIFIED.csv,,,,,,,92115.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_50pct_H1,,,,,,,,-0.9903689302516456,,GRAND_UNIFIED.csv,,,,,,,59917.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Downtrend20_50pct_H1,,,,,,,,2.7436516984864805,,GRAND_UNIFIED.csv,,,,,,,26517.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_50pct_H5,,,,,,,,1.4118956066056525,,GRAND_UNIFIED.csv,,,,,,,59466.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_50pct_H5,,,,,,,,3.8484920301765952,,GRAND_UNIFIED.csv,,,,,,,26216.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_50pct_H10,,,,,,,,1.7307286234728476,,GRAND_UNIFIED.csv,,,,,,,58895.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_50pct_H10,,,,,,,,4.706601981565658,,GRAND_UNIFIED.csv,,,,,,,25912.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_50pct_H20,,,,,,,,2.100643165077844,,GRAND_UNIFIED.csv,,,,,,,58110.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_50pct_H20,,,,,,,,4.355990545347977,,GRAND_UNIFIED.csv,,,,,,,24647.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend20_50pct_H40,,,,,,,,2.2365656205694218,,GRAND_UNIFIED.csv,,,,,,,56128.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend20_50pct_H40,,,,,,,,1.4580582931685264,,GRAND_UNIFIED.csv,,,,,,,22890.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_10pct_H1,,,,,,,,4.711526806156948,,GRAND_UNIFIED.csv,,,,,,,803075.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_10pct_H1,,,,,,,,1.0284145526766788,,GRAND_UNIFIED.csv,,,,,,,783056.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_10pct_H5,,,,,,,,16.233720271972626,,GRAND_UNIFIED.csv,,,,,,,797282.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_10pct_H5,,,,,,,,1.948302139946832,,GRAND_UNIFIED.csv,,,,,,,774273.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_10pct_H10,,,,,,,,25.50862454173137,,GRAND_UNIFIED.csv,,,,,,,789618.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_10pct_H10,,,,,,,,2.792427634343814,,GRAND_UNIFIED.csv,,,,,,,764286.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_10pct_H20,,,,,,,,1.759690951427002,,GRAND_UNIFIED.csv,,,,,,,776826.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_10pct_H20,,,,,,,,3.371150946241059,,GRAND_UNIFIED.csv,,,,,,,740889.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_10pct_H40,,,,,,,,3.4093652658584963,,GRAND_UNIFIED.csv,,,,,,,740523.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_10pct_H40,,,,,,,,5.243184085144111,,GRAND_UNIFIED.csv,,,,,,,704275.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_20pct_H1,,,,,,,,3.026597464278979,,GRAND_UNIFIED.csv,,,,,,,420208.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_20pct_H1,,,,,,,,1.0222794587923163,,GRAND_UNIFIED.csv,,,,,,,424683.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_20pct_H5,,,,,,,,9.774105216609266,,GRAND_UNIFIED.csv,,,,,,,417291.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_20pct_H5,,,,,,,,1.928109634752164,,GRAND_UNIFIED.csv,,,,,,,419018.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_20pct_H10,,,,,,,,16.723861901074255,,GRAND_UNIFIED.csv,,,,,,,413171.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_20pct_H10,,,,,,,,2.739646736172542,,GRAND_UNIFIED.csv,,,,,,,413069.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_20pct_H20,,,,,,,,1.4344880580743895,,GRAND_UNIFIED.csv,,,,,,,405773.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_20pct_H20,,,,,,,,3.3179301682008,,GRAND_UNIFIED.csv,,,,,,,398954.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_20pct_H40,,,,,,,,2.3618560613601,,GRAND_UNIFIED.csv,,,,,,,384598.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_20pct_H40,,,,,,,,5.139479242515607,,GRAND_UNIFIED.csv,,,,,,,380041.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_30pct_H1,,,,,,,,1.392937876144804,,GRAND_UNIFIED.csv,,,,,,,260814.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_30pct_H1,,,,,,,,1.0178385445942468,,GRAND_UNIFIED.csv,,,,,,,241625.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_30pct_H5,,,,,,,,5.29990868925886,,GRAND_UNIFIED.csv,,,,,,,259046.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_30pct_H5,,,,,,,,1.353090630724919,,GRAND_UNIFIED.csv,,,,,,,237827.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_30pct_H10,,,,,,,,9.96546777530318,,GRAND_UNIFIED.csv,,,,,,,256420.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_30pct_H10,,,,,,,,2.125972730750027,,GRAND_UNIFIED.csv,,,,,,,234188.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_30pct_H20,,,,,,,,1.246515085252301,,GRAND_UNIFIED.csv,,,,,,,251587.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_30pct_H20,,,,,,,,2.445943825126569,,GRAND_UNIFIED.csv,,,,,,,225608.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_30pct_H40,,,,,,,,1.8133922175503072,,GRAND_UNIFIED.csv,,,,,,,237604.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_30pct_H40,,,,,,,,3.737470023552508,,GRAND_UNIFIED.csv,,,,,,,215148.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_50pct_H1,,,,,,,,-0.8451440958535965,,GRAND_UNIFIED.csv,,,,,,,131798.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Downtrend50_50pct_H1,,,,,,,,1.0099680987187396,,GRAND_UNIFIED.csv,,,,,,,80365.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_50pct_H5,,,,,,,,-0.4627531503098647,,GRAND_UNIFIED.csv,,,,,,,130954.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Downtrend50_50pct_H5,,,,,,,,1.3277584808776053,,GRAND_UNIFIED.csv,,,,,,,78860.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_50pct_H10,,,,,,,,2.1028543956544823,,GRAND_UNIFIED.csv,,,,,,,129637.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_50pct_H10,,,,,,,,1.8066709988164869,,GRAND_UNIFIED.csv,,,,,,,77565.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_50pct_H20,,,,,,,,3.654000417709141,,GRAND_UNIFIED.csv,,,,,,,127136.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_50pct_H20,,,,,,,,2.081418960277772,,GRAND_UNIFIED.csv,,,,,,,74579.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend50_50pct_H40,,,,,,,,7.659554392394482,,GRAND_UNIFIED.csv,,,,,,,119684.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend50_50pct_H40,,,,,,,,2.4030345149217984,,GRAND_UNIFIED.csv,,,,,,,70997.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_10pct_H1,,,,,,,,5.019620621988497,,GRAND_UNIFIED.csv,,,,,,,949378.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_10pct_H1,,,,,,,,1.0288717675274766,,GRAND_UNIFIED.csv,,,,,,,834400.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_10pct_H5,,,,,,,,14.006099982101867,,GRAND_UNIFIED.csv,,,,,,,940036.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_10pct_H5,,,,,,,,1.958521981279708,,GRAND_UNIFIED.csv,,,,,,,825341.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_10pct_H10,,,,,,,,24.906561091840512,,GRAND_UNIFIED.csv,,,,,,,926321.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_10pct_H10,,,,,,,,3.1511739872443663,,GRAND_UNIFIED.csv,,,,,,,814796.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_10pct_H20,,,,,,,,1.7205753576115037,,GRAND_UNIFIED.csv,,,,,,,902185.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_10pct_H20,,,,,,,,3.808472908464712,,GRAND_UNIFIED.csv,,,,,,,792496.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_10pct_H40,,,,,,,,2.932872174813045,,GRAND_UNIFIED.csv,,,,,,,837715.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_10pct_H40,,,,,,,,6.166527410296214,,GRAND_UNIFIED.csv,,,,,,,756489.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_20pct_H1,,,,,,,,4.090703920667507,,GRAND_UNIFIED.csv,,,,,,,550317.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_20pct_H1,,,,,,,,1.0242831276015043,,GRAND_UNIFIED.csv,,,,,,,530651.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_20pct_H5,,,,,,,,12.348137143861887,,GRAND_UNIFIED.csv,,,,,,,544548.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_20pct_H5,,,,,,,,1.9387270620428028,,GRAND_UNIFIED.csv,,,,,,,524392.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_20pct_H10,,,,,,,,20.28445163861719,,GRAND_UNIFIED.csv,,,,,,,536404.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_20pct_H10,,,,,,,,3.1136515992665226,,GRAND_UNIFIED.csv,,,,,,,517350.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_20pct_H20,,,,,,,,1.489490507912755,,GRAND_UNIFIED.csv,,,,,,,521673.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_20pct_H20,,,,,,,,3.757213391089712,,GRAND_UNIFIED.csv,,,,,,,502526.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_20pct_H40,,,,,,,,2.315566043669129,,GRAND_UNIFIED.csv,,,,,,,483717.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_20pct_H40,,,,,,,,6.068454348885233,,GRAND_UNIFIED.csv,,,,,,,479367.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_30pct_H1,,,,,,,,3.220657377804001,,GRAND_UNIFIED.csv,,,,,,,365123.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_30pct_H1,,,,,,,,1.0201153747855751,,GRAND_UNIFIED.csv,,,,,,,348240.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_30pct_H5,,,,,,,,10.321867898604443,,GRAND_UNIFIED.csv,,,,,,,361117.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_30pct_H5,,,,,,,,1.5509705738234498,,GRAND_UNIFIED.csv,,,,,,,343750.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_30pct_H10,,,,,,,,16.826060064400963,,GRAND_UNIFIED.csv,,,,,,,355424.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_30pct_H10,,,,,,,,2.6286494109449965,,GRAND_UNIFIED.csv,,,,,,,338757.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_30pct_H20,,,,,,,,1.3629592217640116,,GRAND_UNIFIED.csv,,,,,,,344962.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_30pct_H20,,,,,,,,3.20896349548264,,GRAND_UNIFIED.csv,,,,,,,328493.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_30pct_H40,,,,,,,,1.963714929079909,,GRAND_UNIFIED.csv,,,,,,,318321.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_30pct_H40,,,,,,,,5.617456275544215,,GRAND_UNIFIED.csv,,,,,,,313166.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_50pct_H1,,,,,,,,2.294229577848371,,GRAND_UNIFIED.csv,,,,,,,200159.0,False,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_50pct_H1,,,,,,,,1.0129988915432715,,GRAND_UNIFIED.csv,,,,,,,149631.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_50pct_H5,,,,,,,,7.475210317859289,,GRAND_UNIFIED.csv,,,,,,,197710.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_50pct_H5,,,,,,,,1.5241570001917664,,GRAND_UNIFIED.csv,,,,,,,147396.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_50pct_H10,,,,,,,,12.05702662036986,,GRAND_UNIFIED.csv,,,,,,,194317.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_50pct_H10,,,,,,,,2.3015801302333254,,GRAND_UNIFIED.csv,,,,,,,145011.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_50pct_H20,,,,,,,,13.782550897025876,,GRAND_UNIFIED.csv,,,,,,,188046.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_50pct_H20,,,,,,,,2.835954238495507,,GRAND_UNIFIED.csv,,,,,,,140209.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend100_50pct_H40,,,,,,,,14.407263597066809,,GRAND_UNIFIED.csv,,,,,,,172052.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend100_50pct_H40,,,,,,,,5.267006532557494,,GRAND_UNIFIED.csv,,,,,,,133634.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend200_10pct_H1,,,,,,,,8.090525995024748,,GRAND_UNIFIED.csv,,,,,,,810635.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend200_10pct_H1,,,,,,,,1.0235724962111212,,GRAND_UNIFIED.csv,,,,,,,718408.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend200_10pct_H5,,,,,,,,21.321355631071857,,GRAND_UNIFIED.csv,,,,,,,795940.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend200_10pct_H5,,,,,,,,1.9446252518373803,,GRAND_UNIFIED.csv,,,,,,,709621.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend200_10pct_H10,,,,,,,,30.80584705400784,,GRAND_UNIFIED.csv,,,,,,,779200.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend200_10pct_H10,,,,,,,,3.129114474565957,,GRAND_UNIFIED.csv,,,,,,,698029.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend200_10pct_H20,,,,,,,,40.2371614168002,,GRAND_UNIFIED.csv,,,,,,,751254.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend200_10pct_H20,,,,,,,,3.982005425021047,,GRAND_UNIFIED.csv,,,,,,,671838.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend200_10pct_H40,,,,,,,,37.85401617279286,,GRAND_UNIFIED.csv,,,,,,,690245.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend200_10pct_H40,,,,,,,,6.23149548747639,,GRAND_UNIFIED.csv,,,,,,,622524.0,True,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend200_20pct_H1,,,,,,,,5.7926440897486176,,GRAND_UNIFIED.csv,,,,,,,514771.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
Downtrend200_20pct_H1,,,,,,,,1.0209181106561125,,GRAND_UNIFIED.csv,,,,,,,522577.0,False,,,,,,,,,,,,,,,REVERSAL,INERTIA,,
Uptrend200_20pct_H5,,,,,,,,16.53355454631158,,GRAND_UNIFIED.csv,,,,,,,505348.0,True,,,,,,,,,,,,,,,INERTIA,INERTIA,,
