category,strategy,avg_return,n_samples,t_stat,significant,source
TURN_OF_MONTH,First1Days_H1,0.0024656903481729,121869,19.403663602707336,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First2Days_H1,0.0001536655793537,261745,0.8758454503323537,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First3Days_H1,-0.0006122284895566,420046,-4.715770014109179,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First4Days_H1,-6.80009309149312e-05,560441,-0.6492831499115129,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First5Days_H1,0.000370710943017,717033,3.870831162675127,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,Last1Days_H3,0.0471077418391269,490150,0.9236124867969564,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,Last2Days_H3,0.0607722418201642,620937,1.2943535757115183,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,Last3Days_H3,0.0488363790550712,767497,1.2856363026893474,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First1Days_H3,0.0004011020069529,121869,1.276770052399535,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First2Days_H3,-0.0017776103127452,261745,-6.638957405835558,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First3Days_H3,-0.0020192585393995,420046,-9.89528748972578,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First4Days_H3,0.0002043277185848,560441,1.1343955356610138,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First5Days_H3,0.0011869980435513,717033,7.621578305573829,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,Last1Days_H5,0.044984390160942,490150,0.8819768177118343,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,Last2Days_H5,0.0611420430723298,620937,1.2635883787287538,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,Last3Days_H5,0.0496349157258149,767497,1.267884304373998,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First1Days_H5,0.0020792325110155,121868,5.139883575138536,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First2Days_H5,0.0036212161893851,261743,10.597120771142423,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First3Days_H5,0.0014765633485985,420044,5.850128438233049,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First4Days_H5,0.0029722809135523,560438,14.216692760382022,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First5Days_H5,0.0042989227742829,717029,23.61825023749235,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,Last1Days_H10,0.0491081681606639,490149,1.0465531040424028,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,Last2Days_H10,0.0623970984449959,620936,1.401661686870182,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,Last3Days_H10,0.0497439420881139,767496,1.381163752145102,False,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First1Days_H10,0.0135634319594716,121868,22.464766001079173,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First2Days_H10,0.0116250008904437,261741,25.328393000994136,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First3Days_H10,0.0076339174609928,420034,22.385819795181348,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First4Days_H10,0.005711107355978,559073,19.242369867276413,True,DEEP_EXPLORATION_2.csv
TURN_OF_MONTH,First5Days_H10,0.0058768521157936,706166,22.51771097695148,True,DEEP_EXPLORATION_2.csv
SEASONALITY,Q4_Oct_Nov_Dec_H5,0.0020932768403645,1089453,11.794808043844956,True,DEEP_EXPLORATION_2.csv
SEASONALITY,Q1_Jan_Feb_Mar_H5,0.1312612186922446,1020680,1.838287253449934,False,DEEP_EXPLORATION_2.csv
SEASONALITY,SellInMay_May_Oct_H5,0.0053992226290042,2269872,57.39554698969222,True,DEEP_EXPLORATION_2.csv
SEASONALITY,Best6_Nov_Apr_H5,0.0668612213217442,2064568,1.894040643462775,False,DEEP_EXPLORATION_2.csv
SEASONALITY,Q4_Oct_Nov_Dec_H10,0.0035441929960955,1041948,12.895352152612666,True,DEEP_EXPLORATION_2.csv
SEASONALITY,Q1_Jan_Feb_Mar_H10,0.210756581855227,1020680,2.9183907038778174,False,DEEP_EXPLORATION_2.csv
SEASONALITY,SellInMay_May_Oct_H10,0.0099623939235874,2269871,74.46982809946846,True,DEEP_EXPLORATION_2.csv
SEASONALITY,Best6_Nov_Apr_H10,0.1115803410223538,2017064,3.0533499735685394,True,DEEP_EXPLORATION_2.csv
SEASONALITY,Q4_Oct_Nov_Dec_H20,0.1217411287290614,946938,1.624243378592452,False,DEEP_EXPLORATION_2.csv
SEASONALITY,Q1_Jan_Feb_Mar_H20,0.2360166785482321,1020680,3.725500830152997,True,DEEP_EXPLORATION_2.csv
SEASONALITY,SellInMay_May_Oct_H20,0.0169300327331078,2269850,91.02098452377167,True,DEEP_EXPLORATION_2.csv
SEASONALITY,Best6_Nov_Apr_H20,0.1956620409304424,1922075,3.916910428035648,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Monday_Jan_H1,-0.0013631769298639,50182,-3.766048851550744,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Monday_Apr_H1,-0.0005678772109831,76886,-3.5070219278045096,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Monday_Oct_H1,-0.0015780087632316,72145,-6.014155030747777,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Monday_Nov_H1,0.0007847502291419,72395,2.6700925437053424,False,DEEP_EXPLORATION_2.csv
DOW_MONTH,Monday_Dec_H1,0.0004436761990946,71988,0.800059525819625,False,DEEP_EXPLORATION_2.csv
DOW_MONTH,Tuesday_Jan_H1,0.8314274489220044,74848,0.9957067057250756,False,DEEP_EXPLORATION_2.csv
DOW_MONTH,Tuesday_Apr_H1,0.0071006416130773,85961,40.02927480129645,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Tuesday_Oct_H1,9.88926930106108e-05,80644,0.5348381102493257,False,DEEP_EXPLORATION_2.csv
DOW_MONTH,Tuesday_Nov_H1,0.004363871936513,72407,13.282399680306735,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Tuesday_Dec_H1,0.0013829975534119,79918,6.644224498882301,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Wednesday_Jan_H1,0.0012655608726007,74881,8.335886525166135,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Wednesday_Apr_H1,-0.0052262796282108,77882,-13.585452503084422,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Wednesday_Oct_H1,-0.0030875479236238,90154,-18.16248405797922,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Wednesday_Nov_H1,-0.0035319856029952,72413,-15.79491315383238,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Wednesday_Dec_H1,0.00162144547114,70013,5.965639672759334,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Thursday_Jan_H1,0.0028559957054133,66948,11.484895968570235,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Thursday_Apr_H1,-0.0056290218250932,68777,-29.78033612708584,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Thursday_Oct_H1,0.0011691414090375,90191,8.019422537277,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Thursday_Nov_H1,0.0026911009100488,54300,6.922396745530237,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Thursday_Dec_H1,-0.0011335894687416,69618,-6.122011109076162,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Friday_Jan_H1,0.002052855203423,75751,3.541887428736521,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Friday_Apr_H1,0.0009325116471451,59691,3.850778092724653,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Friday_Oct_H1,0.004592572597999,81628,17.381233416394437,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Friday_Nov_H1,0.0021604597032023,81016,11.906893631520449,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Friday_Dec_H1,-0.0003691295307166,68627,-1.451836858997663,False,DEEP_EXPLORATION_2.csv
DOW_MONTH,Monday_Jan_H5,0.3282536134856211,50182,0.9884032116166594,False,DEEP_EXPLORATION_2.csv
DOW_MONTH,Monday_Apr_H5,0.0137537381232394,76886,36.70589323799348,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Monday_Oct_H5,-0.0019221779185922,72145,-4.3099773695047885,True,DEEP_EXPLORATION_2.csv
DOW_MONTH,Monday_Nov_H5,0.0058599251745289,72395,7.736056958714459,True,DEEP_EXPLORATION_2.csv
