date,contango_ratio,term_structure,vix_percentile,contango_percentile,vix_5d_change,vix_20d_change,vix,vix3m
2018-10-30 04:00:00+00:00,0.9520342260841153,BACKWARDATION,,,-0.03592068358998923,0.32519859644261095,23.350000381469727,22.229999542236328
2018-10-30 05:00:00+00:00,,BACKWARDATION,,,-0.03352646817293525,0.32519859644261095,,
2018-10-31 04:00:00+00:00,0.9962317510395187,BACKWARDATION,,,-0.1212748478344724,0.22011494296972645,21.229999542236328,21.149999618530277
2018-10-31 05:00:00+00:00,,BACKWARDATION,,,-0.14048587504133236,0.22011494296972645,,
2018-11-01 04:00:00+00:00,1.0377455809967326,CONTANGO,,,-0.21700406659071247,-0.035892289756881524,19.34000015258789,20.06999969482422
2018-11-01 05:00:00+00:00,,BACKWARDATION,,,-0.17173448237132038,-0.035892289756881524,,
2018-11-02 04:00:00+00:00,1.0404920040446346,CONTANGO,,,-0.16445396530422607,-0.019105036321135804,19.51000022888184,20.299999237060547
2018-11-02 05:00:00+00:00,,BACKWARDATION,,,-0.08101739757142301,-0.019105036321135804,,
2018-11-05 05:00:00+00:00,1.0120241327392394,CONTANGO,,,-0.059821030859517954,0.016293263990266427,19.959999084472656,20.200000762939453
2018-11-05 06:00:00+00:00,,BACKWARDATION,,,0.03205785558392571,0.016293263990266427,,
2018-11-06 05:00:00+00:00,0.9834254180695561,BACKWARDATION,,,0.029472579644625574,-0.03862864666470933,19.90999984741211,19.57999992370605
2018-11-06 06:00:00+00:00,,BACKWARDATION,,,0.02050228671643617,-0.03862864666470933,,
2018-11-07 05:00:00+00:00,1.0770171260314372,CONTANGO,,,-0.1614556423155311,-0.3515655605556365,16.360000610351562,17.6200008392334
2018-11-07 06:00:00+00:00,,BACKWARDATION,,,-0.18036065326884787,-0.3515655605556365,,
2018-11-08 05:00:00+00:00,1.0574163296199732,CONTANGO,,,-0.162324645277095,-0.3096614456080775,16.719999313354492,17.68000030517578
2018-11-08 06:00:00+00:00,,BACKWARDATION,,,-0.16022102252664017,-0.3096614456080775,,
2018-11-09 05:00:00+00:00,1.063363965175507,CONTANGO,,,-0.1280763062081085,-0.28145692384136856,17.360000610351562,18.459999084472656
2018-11-09 06:00:00+00:00,,BACKWARDATION,,,0.061124692096115485,-0.28145692384136856,,
2018-11-12 05:00:00+00:00,0.9892419944990015,BACKWARDATION,,,0.25,-0.17206477201315773,20.450000762939453,20.229999542236328
2018-11-12 06:00:00+00:00,,BACKWARDATION,,,0.223086220261131,-0.17206477201315773,,
2018-11-13 05:00:00+00:00,1.0124875122019816,CONTANGO,,,0.19736849760355102,-0.14261241410294367,20.020000457763672,20.270000457763672
2018-11-13 06:00:00+00:00,,BACKWARDATION,,,0.15322579227479882,-0.14261241410294367,,
2018-11-14 05:00:00+00:00,0.9985882029813877,BACKWARDATION,,,0.2240782979770679,0.0009420847006558208,21.25,21.21999931335449
2018-11-14 06:00:00+00:00,,BACKWARDATION,,,0.03911976563396258,0.0009420847006558208,,
2018-11-15 05:00:00+00:00,1.0165165130764122,CONTANGO,,,-0.022982943920221488,0.03309200540842805,19.979999542236328,20.309999465942383
2018-11-15 06:00:00+00:00,,BACKWARDATION,,,-0.0019980476829525307,0.03309200540842805,,
2018-11-16 05:00:00+00:00,1.066703474781359,CONTANGO,,,-0.09390614511130913,-0.07022044198673572,18.13999938964844,19.350000381469727
