date,close,regime_id,regime,returns
2025-06-09,599.6799926757812,0,BULL,0.0009012551559597348
2025-06-10,603.0800170898438,0,BULL,0.005669731282665458
2025-06-11,601.3599853515625,0,BULL,-0.0028520788113346462
2025-06-12,603.75,0,BULL,0.003974349319302073
2025-06-13,597.0,2,RANGE,-0.011180124223602483
2025-06-16,602.6799926757812,2,RANGE,0.00951422558757331
2025-06-17,597.530029296875,2,RANGE,-0.008545104270081039
2025-06-18,597.4400024414062,2,RANGE,-0.00015066498929716676
2025-06-20,594.280029296875,2,RANGE,-0.005289189092826385
2025-06-23,600.1500244140625,0,BULL,0.00987749011881256
2025-06-24,606.780029296875,0,BULL,0.011047245877038092
2025-06-25,607.1199951171875,0,BULL,0.0005602785258216336
2025-06-26,611.8699951171875,0,BULL,0.007823824018649228
2025-06-27,614.9099731445312,0,BULL,0.004968339764334306
2025-06-30,617.8499755859375,0,BULL,0.004781191670012452
2025-07-01,617.6500244140625,0,BULL,-0.00032362414789344207
2025-07-02,620.4500122070312,0,BULL,0.004533291803274775
2025-07-03,625.3400268554688,0,BULL,0.00788139987465386
2025-07-07,620.6799926757812,0,BULL,-0.007452000479036269
2025-07-08,620.3400268554688,0,BULL,-0.0005477312372305088
2025-07-09,624.0599975585938,0,BULL,0.005996663994070728
2025-07-10,625.8200073242188,0,BULL,0.002820257303000284
2025-07-11,623.6199951171875,0,BULL,-0.0035154072757080934
2025-07-14,624.8099975585938,0,BULL,0.0019082172648787754
2025-07-15,622.1400146484375,0,BULL,-0.004273271747553764
2025-07-16,624.219970703125,0,BULL,0.0033432282214846953
2025-07-17,628.0399780273438,0,BULL,0.006119649327969823
2025-07-18,627.5800170898438,0,BULL,-0.0007323752525193461
2025-07-21,628.77001953125,0,BULL,0.0018961764380651669
2025-07-22,628.8599853515625,0,BULL,0.00014308223598114012
2025-07-23,634.2100219726562,0,BULL,0.008507516372031176
2025-07-24,634.4199829101562,0,BULL,0.0003310590028946514
2025-07-25,637.0999755859375,0,BULL,0.004224319453948855
2025-07-28,636.9400024414062,0,BULL,-0.0002510958258695739
2025-07-29,635.260009765625,0,BULL,-0.002637599568784843
2025-07-30,634.4600219726562,0,BULL,-0.0012593076546151272
2025-07-31,632.0800170898438,2,RANGE,-0.003751229077306739
2025-08-01,621.719970703125,2,RANGE,-0.01639040328219421
2025-08-04,631.1699829101562,2,RANGE,0.01519978873502148
2025-08-05,627.969970703125,2,RANGE,-0.0050699689365404366
