ticker,rsi_threshold,hold_days,vol_multiplier,num_trades,win_rate,avg_win,avg_loss,expected_value,sharpe,score
NTLA_365,26,11,1.0,7,71.42857142857143,19.992660889741018,-15.6395862096876,9.812018861332842,0.5118332700060783,3.7857548404075057
BEAM_365,26,11,1.0,13,76.92307692307693,25.51555864726011,-3.2513845774995604,18.877033287700183,1.2782349782138827,15.406878587327121
CRSP_365,34,11,1.0,22,72.72727272727273,11.643917835615351,-7.793928173754986,6.342687105787078,0.586712386556726,7.08695372359086
RXRX_365,32,11,1.0,14,71.42857142857143,24.72831045230308,-4.873320419098874,16.270701631902522,0.9544664622340278,13.563668605785205
AKRO_365,34,11,1.0,21,71.42857142857143,26.569350983409716,-1.8933055656820932,18.43716339795491,0.5050739986115081,20.299589766046676
VKTX_365,30,11,1.0,10,80.0,13.675643012457101,-3.7129331020372507,10.19792778955823,0.8372257358615094,5.952760654566658
CYTK_365,34,11,1.0,15,73.33333333333333,9.469247014041441,-3.598940667000547,5.984396965763579,0.8406048577467288,5.242874698338531
KOD_365,32,11,1.0,14,35.714285714285715,75.09136355418677,-19.775241540783494,14.105688850277312,0.2847768077410297,10.436358421041946
HALO_365,34,11,1.0,11,63.63636363636363,6.18994510695959,-3.8055587851064585,2.5552164189355726,0.4448967315449753,1.530417848063759
VRDN_365,30,9,1.0,15,73.33333333333333,11.530912039257068,-1.2277802415064734,8.128594097720123,0.9527506129742516,7.258124024673351
URGN_365,28,11,1.0,11,100.0,126.37987664311828,0.0,126.37987664311828,1.5391375805072798,90.9056940854578
LQDA_365,30,11,1.0,17,100.0,6.881355216277748,0.0,6.881355216277748,1.4391994742559884,7.532771211440145
OKYO_365,28,4,1.0,5,80.0,7.0174559196908595,-1.217386022181843,5.370487531316319,0.9004263052338118,1.5844082950854503
IOBT_365,30,11,1.0,7,100.0,79.57623317405263,0.0,79.57623317405263,4.060194112790943,50.46832835251416
SPRO_365,34,10,1.0,14,71.42857142857143,43.708439400136726,-13.21361408871976,27.444995546177726,0.4085410973492248,20.78123408592961
TLSA_365,34,10,1.0,5,80.0,20.846472557470104,-7.2916660845900445,15.218844829058074,0.9299384589299123,4.512340662615905
